AL_TCDD_F_Bl_adt	BA_BPA10mg_F_Bl_adt	BA_BPA10ug_F_Bl_adt	BI_PM2.5_F_Bl_adt	DO_Pb_F_Bl_adt	DO_DEHP_F_Bl_adt	MU_PM2.5_F_Bl_adt	ZB_As_F_Bl_adt	WK_TBT_F_Bl_adt
Crybg2	0	0	0	0	0	0	0	0	-0.885679857038978
Kcnd1	0	0	0	0	0	0	0	0	-0.890027879960223
Pcbp4	0	0	0	0	0	0	0	0	-0.892305830968745
Lcn4	0	0	0	0	0	0	0	0	-0.904296993392503
Trbv16	0	0	0	0	0	0	0	0	-0.907036620987542
Ssc4d	0	0	0	0	0	0	0	0	-0.908596574986807
Rcn3	0	0	0	0	0	0	0	0	-0.910192546608594
2810001G20Rik	0	0	0	0	0	0	0	0	-0.918195173578502
Cd27	0	0	0	0	0	0	0	0	-0.918431455378257
Xrcc3	0	0	0	0	0	0	0	0	-0.926011652219554
Grasp	0	0	0	0	0	0	0	0	-0.927917683373206
C920021L13Rik	0	0	0	0	0	0	0	0	-0.928989092313295
Abhd8	0	0	0	0	0	0	0	0	-0.935937609546923
Gm6210	0	0	0	0	0	0	0	0	-0.936929832770382
Igkv8-27	0	0	0	0	0	0	0	0	-0.937750383474354
Gm15753	0	0	0	0	0	0	0	0	-0.937769327925052
Cd5	0	0	0	0	0	0	0	0	-0.940365412167479
Rpl6l	0	0	0	0	0	0	0	0	-0.948924817325473
Gm8615	0	0	0	0	0	0	0	0	-0.949611249155535
Rpl17-ps5	0	0	0	0	0	0	0	0	-0.951251427127606
1110035H17Rik	0	0	0	0	0	0	0	0	-0.957325188139909
Nsg2	0	0	0	0	0	0	0	0	-0.958426895525875
Klk8	0	0	0	0	0	0	0	0	-0.967368596123124
Camk2b	0	0	0	0	0	0	0	0	-0.967832732960557
Gm5822	0	0	0	0	0	0	0	0	-0.968952133382405
Eif4a-ps4	0	0	0	0	0	0	0	0	-0.978370893570456
Thsd7b	0	0	0	0	0	0	0	0	-0.980926975934956
5830468F06Rik	0	0	0	0	0	0	0	0	-0.981992497903299
Ly6k	0	0	0	0	0	0	0	0	-0.984102435749755
Ybx1-ps2	0	0	0	0	0	0	0	0	-0.985201290144433
Hs3st1	0	0	0	0	0	0	0	0	-0.987826829566415
Igkv4-90	0	0	0	0	0	0	0	0	-0.988224764988727
Rps13-ps1	0	0	0	0	0	0	0	0	-0.995252996920032
Dancr	0	0	0	0	0	0	0	0	-0.999082830068453
Aqp3	0	0	0	0	0	0	0	0	-0.999328310137834
Sall2	0	0	0	0	0	0	0	0	-1.00670672474347
Gm17241	0	0	0	0	0	0	0	0	-1.00804268586223
Ypel1	0	0	0	0	0	0	0	0	-1.01289626093785
Cd3g	0	0	0	0	0	0	0	0	-1.0130668651429
Trbc1	0	0	0	0	0	0	0	0	-1.01611296491835
Trbv15	0	0	0	0	0	0	0	0	-1.01611789452721
Ifitm10	0	0	0	0	0	0	0	0	-1.02078019742286
Ppic	0	0	0	0	0	0	0	0	-1.02236414450874
Fancf	0	0	0	0	0	0	0	0	-1.02240695533498
Gm12751	0	0	0	0	0	0	0	0	-1.02501268945391
Bambi-ps1	0	0	0	0	0	0	0	0	-1.02706209433738
Colec12	0	0	0	0	0	0	0	0	-1.03132552509246
Spaca6	0	0	0	0	0	0	0	0	-1.03240639776391
Trat1	0	0	0	0	0	0	0	0	-1.03849349007633
Slc16a5	0	0	0	0	0	0	0	0	-1.05132774908837
Chpf	0	0	0	0	0	0	0	0	-1.05440460621521
Psat1	0	0	0	0	0	0	0	0	-1.05788880490514
Rab4a	0	0	0	0	0	0	0	0	-1.05815675687043
Gm43352	0	0	0	0	0	0	0	0	-1.05866583184613
Gm14681	0	0	0	0	0	0	0	0	-1.05921291927599
Myl2	0	0	0	0	0	0	0	0	-1.06013488251289
2810468N07Rik	0	0	0	0	0	0	0	0	-1.06502267555133
Palm3	0	0	0	0	0	0	0	0	-1.06559996591451
Ighv15-2	0	0	0	0	0	0	0	0	-1.0670158876422
Gm1673	0	0	0	0	0	0	0	0	-1.06730801633559
Ighv1-71	0	0	0	0	0	0	0	0	-1.06846089414096
Gm16062	0	0	0	0	0	0	0	0	-1.06954974866719
Cdca5	0	0	0	0	0	0	0	0	-1.07252830845554
Msl3l2	0	0	0	0	0	0	0	0	-1.07571456884623
Syp	0	0	0	0	0	0	0	0	-1.07580223669236
Smpd5	0	0	0	0	0	0	0	0	-1.07954184921348
Apobec2	0	0	0	0	0	0	0	0	-1.08276233104348
Tubg2	0	0	0	0	0	0	0	0	-1.08620557204515
Slc5a6	0	0	0	0	0	0	0	0	-1.09148971416369
Trbc2	0	0	0	0	0	0	0	0	-1.09187314890714
Chst14	0	0	0	0	0	0	0	0	-1.09281255557541
Tcf19	0	0	0	0	0	0	0	0	-1.09442020416987
Klk1	0	0	0	0	0	0	0	0	-1.09582820050252
Lysmd2	0	0	0	0	0	0	0	0	-1.09640551736064
Gm28935	0	0	0	0	0	0	0	0	-1.11752562202934
Dll1	0	0	0	0	0	0	0	0	-1.11957317722684
Gm12708	0	0	0	0	0	0	0	0	-1.11963416845744
Nicn1	0	0	0	0	0	0	0	0	-1.12290290248656
Sytl1	0	0	0	0	0	0	0	0	-1.12895006187043
Ppp1ccb	0	0	0	0	0	0	0	0	-1.13021589171255
Gm7429	0	0	0	0	0	0	0	0	-1.13845232991559
Atp6v0e2	0	0	0	0	0	0	0	0	-1.13879980716375
Prelid2	0	0	0	0	0	0	0	0	-1.14829960137464
Gpr141b	0	0	0	0	0	0	0	0	-1.15093255680206
Gm28370	0	0	0	0	0	0	0	0	-1.15142127186158
2010204K13Rik	0	0	0	0	0	0	0	0	-1.17110427902955
1700113A16Rik	0	0	0	0	0	0	0	0	-1.17508495731088
4930432K21Rik	0	0	0	0	0	0	0	0	-1.19225808198856
Cd3d	0	0	0	0	0	0	0	0	-1.19256300211856
Gpr83	0	0	0	0	0	0	0	0	-1.19725454437041
Trbv4	0	0	0	0	0	0	0	0	-1.19928504844744
Vasn	0	0	0	0	0	0	0	0	-1.20623489322219
Cbr3	0	0	0	0	0	0	0	0	-1.20753692988944
Gm47015	0	0	0	0	0	0	0	0	-1.21462288825766
AI854703	0	0	0	0	0	0	0	0	-1.21906205667908
Zdhhc2	0	0	0	0	0	0	0	0	-1.22000809525208
Kcnj8	0	0	0	0	0	0	0	0	-1.23062805635126
Gm37065	0	0	0	0	0	0	0	0	-1.23235310756618
Tmem198	0	0	0	0	0	0	0	0	-1.24081301841053
Itm2a	0	0	0	0	0	0	0	0	-1.24442630743816
Gm17511	0	0	0	0	0	0	0	0	-1.24840865569029
Trbv12-1	0	0	0	0	0	0	0	0	-1.24868109551378
Itga10	0	0	0	0	0	0	0	0	-1.25224933342299
1700048O20Rik	0	0	0	0	0	0	0	0	-1.25597375218631
Gm47792	0	0	0	0	0	0	0	0	-1.25820497515658
Rpsa-ps9	0	0	0	0	0	0	0	0	-1.26104240814691
Ighv1-2	0	0	0	0	0	0	0	0	-1.26485621325551
Gm43980	0	0	0	0	0	0	0	0	-1.27264471538018
Zfp551	0	0	0	0	0	0	0	0	-1.2726660563573
Wnt10b	0	0	0	0	0	0	0	0	-1.28137033370051
Chrne	0	0	0	0	0	0	0	0	-1.28150838724432
Cpne4	0	0	0	0	0	0	0	0	-1.28261105396364
Angptl2	0	0	0	0	0	0	0	0	-1.29858427671567
Cox6a2	0	0	0	0	0	0	0	0	-1.30319295906361
Gpnmb	0	0	0	0	0	0	0	0	-1.30951161558088
Arhgap8	0	0	0	0	0	0	0	0	-1.34377796096455
D130017N08Rik	0	0	0	0	0	0	0	0	-1.35636158852419
4930579G18Rik	0	0	0	0	0	0	0	0	-1.36226655414081
Gm6983	0	0	0	0	0	0	0	0	-1.36297251673619
Fer1l5	0	0	0	0	0	0	0	0	-1.36385142432882
Rnf227	0	0	0	0	0	0	0	0	-1.37111624839851
Gm26789	0	0	0	0	0	0	0	0	-1.37746771050137
Itga3	0	0	0	0	0	0	0	0	-1.40154518394065
Col6a4	0	0	0	0	0	0	0	0	-1.40521989896486
Gm14719	0	0	0	0	0	0	0	0	-1.40764469024803
Tnfrsf10b	0	0	0	0	0	0	0	0	-1.42398482325436
Gm8210	0	0	0	0	0	0	0	0	-1.43692853085018
Lhx1	0	0	0	0	0	0	0	0	-1.46769043393927
Lix1l	0	0	0	0	0	0	0	0	-1.47125570485424
Izumo1r	0	0	0	0	0	0	0	0	-1.49028261967255
Trbv19	0	0	0	0	0	0	0	0	-1.50056656904907
AI427809	0	0	0	0	0	0	0	0	-1.50312900344501
CT485613.4	0	0	0	0	0	0	0	0	-1.5119215504231
Trbv1	0	0	0	0	0	0	0	0	-1.51466848886744
Ly6c1	0	0	0	0	0	0	0	0	-1.51951472228377
1700071M16Rik	0	0	0	0	0	0	0	0	-1.53418519764736
Opn3	0	0	0	0	0	0	0	0	-1.55689817587196
Aplp1	0	0	0	0	0	0	0	0	-1.56504994947434
Gm14302	0	0	0	0	0	0	0	0	-1.58160192550011
Bmp7	0	0	0	0	0	0	0	0	-1.61349234313991
Hr	0	0	0	0	0	0	0	0	-1.61716888957751
Insl3	0	0	0	0	0	0	0	0	-1.62076244027893
Rpl31-ps15	0	0	0	0	0	0	0	0	-1.63900520361823
Adgrb2	0	0	0	0	0	0	0	0	-1.65711737847423
Gm14513	0	0	0	0	0	0	0	0	-1.67751191885832
Cd209d	0	0	0	0	0	0	0	0	-1.68797233807633
1110032F04Rik	0	0	0	0	0	0	0	0	-1.69140923559814
Trbv13-1	0	0	0	0	0	0	0	0	-1.69850793796778
Gm15674	0	0	0	0	0	0	0	0	-1.70268592181555
Gm26773	0	0	0	0	0	0	0	0	-1.72434833497528
Ccl24	0	0	0	0	0	0	0	0	-1.80986776226764
Rps3a3	0	0	0	0	0	0	0	0	-1.81457314872555
Gm29585	0	0	0	0	0	0	0	0	-1.83515841337482
Chst7	0	0	0	0	0	0	0	0	-1.86186437007799
Fabp7	0	0	0	0	0	0	0	0	-1.87870035800711
Bfsp1	0	0	0	0	0	0	0	0	-1.87970696815462
Ly6g5b	0	0	0	0	0	0	0	0	-1.89050834968575
Tcrg-V4	0	0	0	0	0	0	0	0	-1.9718422413868
Gata6	0	0	0	0	0	0	0	0	-2.02240460846923
Dbn1	0	0	0	0	0	0	0	0	-2.02386611361716
Baiap2l1	0	0	0	0	0	0	0	0	-2.10114492465108
Vsig4	0	0	0	0	0	0	0	0	-2.17772650498253
Esm1	0	0	0	0	0	0	0	0	-2.23358823383624
Gm19261	0	0	0	0	0	0	0	0	-2.23564431988015
D430019H16Rik	0	0	0	0	0	0	0	0	-2.30624856484378
Cpa3	0	0	0	0	0	0	0	0	-2.35697924654959
Gm45515	0	0	0	0	0	0	0	0	-2.48354235723006
Col5a2	0	0	0	0	0	0	0	0	-2.48577067219402
Art2a-ps	0	0	0	0	0	0	0	0	-2.57072167902309
Gm10260	0	0	0	0	0	0	0	0	-2.66417057045792
